student_id,theta,alpha,phi,s,g,tau,h
466,0.628,0.227,0.203,0.094,0.038,1.389,0.653
467,0.709,0.363,0.112,0.085,0.009,0.558,0.023
468,0.886,0.39,0.242,0.033,0.0,1.663,0.098
469,0.571,0.38,0.263,0.08,0.172,1.528,0.679
470,0.871,0.079,0.161,0.095,0.103,1.841,0.487
471,0.481,0.103,0.385,0.025,0.079,0.656,0.022
472,0.354,0.484,0.119,0.144,0.082,1.256,0.199
473,0.683,0.302,0.177,0.04,0.133,1.68,0.445
474,0.78,0.331,0.294,0.157,0.093,0.57,0.475
475,0.512,0.113,0.031,0.048,0.192,0.815,0.83
476,0.495,0.608,0.016,0.062,0.05,1.796,0.264
477,0.687,0.179,0.199,0.199,0.112,0.959,0.598
478,0.452,0.255,0.116,0.156,0.152,1.088,0.063
479,0.599,0.687,0.121,0.155,0.068,1.162,0.672
480,0.76,0.388,0.113,0.075,0.083,0.628,0.77
481,0.566,0.068,0.228,0.105,0.061,1.392,0.484
482,0.765,0.038,0.204,0.152,0.134,1.41,0.4
483,0.594,0.244,0.145,0.072,0.114,1.858,0.454
484,0.64,0.574,0.314,0.148,0.106,0.824,0.863
485,0.724,0.476,0.105,0.006,0.192,1.343,0.461
486,0.875,0.531,0.146,0.032,0.002,1.247,0.743
487,0.634,0.16,0.109,0.132,0.036,1.703,0.016
488,0.42,0.298,0.041,0.031,0.021,0.733,0.078
489,0.764,0.249,0.222,0.142,0.041,1.808,0.323
490,0.687,0.105,0.328,0.14,0.168,1.593,0.616
491,0.462,0.178,0.447,0.002,0.065,0.532,0.998
492,0.931,0.433,0.233,0.102,0.176,0.597,0.184
493,0.601,0.441,0.193,0.175,0.141,1.935,0.046
494,0.756,0.593,0.038,0.065,0.19,1.835,0.46
495,0.884,0.264,0.163,0.088,0.116,1.996,0.721
496,0.657,0.157,0.061,0.164,0.013,1.671,0.404
497,0.221,0.31,0.104,0.139,0.082,1.961,0.269
498,0.529,0.638,0.245,0.087,0.079,1.15,0.856
499,0.493,0.455,0.11,0.114,0.014,1.49,0.2
500,0.696,0.071,0.195,0.006,0.077,1.173,0.97
501,0.778,0.408,0.108,0.091,0.181,1.657,0.874
502,0.27,0.067,0.096,0.023,0.06,1.067,0.791
503,0.626,0.54,0.153,0.098,0.11,1.662,0.9
504,0.512,0.078,0.295,0.007,0.017,1.617,0.817
505,0.502,0.287,0.107,0.148,0.173,0.629,0.567
506,0.629,0.299,0.555,0.16,0.048,1.173,0.66
507,0.425,0.068,0.319,0.103,0.049,1.555,0.627
508,0.406,0.145,0.243,0.16,0.098,1.586,0.649
509,0.493,0.512,0.335,0.167,0.136,0.888,0.093
510,0.674,0.248,0.174,0.138,0.071,1.689,0.149
511,0.691,0.177,0.237,0.049,0.177,0.565,0.608
512,0.708,0.146,0.404,0.026,0.158,1.083,0.741
513,0.512,0.35,0.258,0.171,0.063,1.244,0.691
514,0.289,0.423,0.164,0.117,0.04,1.802,0.973
515,0.624,0.133,0.061,0.12,0.155,1.139,0.882
516,0.567,0.097,0.105,0.151,0.161,0.784,0.165
517,0.927,0.193,0.156,0.047,0.172,0.891,0.418
518,0.518,0.263,0.068,0.004,0.168,1.355,0.62
519,0.701,0.376,0.197,0.158,0.197,0.961,0.863
520,0.853,0.416,0.181,0.109,0.09,1.507,0.643
521,0.766,0.105,0.224,0.147,0.2,0.708,0.28
522,0.571,0.322,0.388,0.108,0.095,1.029,0.604
523,0.864,0.364,0.147,0.194,0.079,1.322,0.959
524,0.198,0.182,0.257,0.078,0.056,0.84,0.76
525,0.693,0.213,0.139,0.117,0.122,1.354,0.32
526,0.486,0.583,0.246,0.174,0.081,1.876,0.491
527,0.824,0.137,0.343,0.125,0.123,1.113,0.226
528,0.814,0.31,0.386,0.06,0.141,1.515,0.607
529,0.509,0.068,0.347,0.107,0.094,1.049,0.372
530,0.423,0.194,0.259,0.019,0.178,1.637,0.892
531,0.43,0.141,0.37,0.013,0.088,1.785,0.537
532,0.588,0.293,0.305,0.001,0.098,1.014,0.611
533,0.804,0.278,0.401,0.139,0.143,1.285,0.174
534,0.675,0.216,0.142,0.191,0.125,0.864,0.061
535,0.562,0.353,0.358,0.142,0.004,1.341,0.849
536,0.533,0.336,0.307,0.028,0.132,0.804,0.024
537,0.971,0.108,0.123,0.174,0.024,1.316,0.257
538,0.6,0.111,0.37,0.099,0.109,1.326,0.947
539,0.591,0.157,0.431,0.046,0.011,0.977,0.569
540,0.65,0.371,0.096,0.172,0.176,1.142,0.174
541,0.715,0.441,0.113,0.042,0.14,1.854,0.86
542,0.773,0.204,0.035,0.121,0.012,0.57,0.082
543,0.268,0.383,0.16,0.094,0.127,1.768,0.851
544,0.679,0.203,0.223,0.072,0.07,1.018,0.934
545,0.574,0.177,0.099,0.147,0.112,0.53,0.617
546,0.749,0.166,0.548,0.156,0.183,0.559,0.157
547,0.581,0.226,0.152,0.052,0.034,1.664,0.364
548,0.672,0.428,0.271,0.014,0.031,0.991,0.064
549,0.607,0.224,0.056,0.128,0.046,1.983,0.531
550,0.799,0.504,0.22,0.08,0.009,1.94,0.559
551,0.55,0.63,0.136,0.124,0.108,0.614,0.641
552,0.517,0.112,0.181,0.11,0.094,1.612,0.385
553,0.717,0.271,0.076,0.158,0.004,1.66,0.586
554,0.885,0.181,0.212,0.127,0.01,0.984,0.002
555,0.826,0.305,0.054,0.182,0.014,1.907,0.341
556,0.482,0.206,0.088,0.097,0.162,1.129,0.309
557,0.677,0.152,0.105,0.011,0.052,1.24,0.952
558,0.738,0.242,0.062,0.166,0.121,1.701,0.546
559,0.711,0.243,0.228,0.037,0.101,1.138,0.913
560,0.593,0.205,0.378,0.105,0.072,1.246,0.281
561,0.809,0.304,0.086,0.124,0.062,1.987,0.679
562,0.444,0.36,0.207,0.182,0.144,1.935,0.458
563,0.799,0.286,0.156,0.148,0.082,1.399,0.171
564,0.862,0.278,0.131,0.185,0.121,1.17,0.738
565,0.886,0.59,0.285,0.193,0.133,1.505,0.524
566,0.521,0.23,0.128,0.034,0.013,0.584,0.633
567,0.544,0.32,0.257,0.196,0.078,1.612,0.126
568,0.813,0.178,0.19,0.14,0.162,0.76,0.723
569,0.575,0.072,0.141,0.023,0.023,0.602,0.422
570,0.782,0.545,0.089,0.034,0.15,1.704,0.217
571,0.638,0.406,0.242,0.01,0.077,1.83,0.61
572,0.793,0.075,0.142,0.01,0.039,1.45,0.227
573,0.491,0.49,0.072,0.02,0.037,0.583,0.622
574,0.732,0.061,0.354,0.007,0.115,0.642,0.646
575,0.692,0.539,0.461,0.164,0.123,1.344,0.857
576,0.786,0.244,0.029,0.025,0.118,1.456,0.228
577,0.68,0.233,0.192,0.13,0.177,0.968,0.228
578,0.698,0.701,0.144,0.006,0.183,1.149,0.431
579,0.732,0.331,0.215,0.041,0.126,1.838,0.886
580,0.728,0.35,0.145,0.124,0.172,1.004,0.98
581,0.768,0.266,0.163,0.117,0.001,1.039,0.113
582,0.68,0.465,0.369,0.118,0.011,0.655,0.564
583,0.777,0.155,0.077,0.139,0.121,1.057,0.72
584,0.557,0.237,0.343,0.024,0.146,1.486,0.283
585,0.746,0.329,0.429,0.18,0.146,1.775,0.086
586,0.512,0.463,0.199,0.004,0.074,1.63,0.93
587,0.703,0.382,0.159,0.076,0.196,0.539,0.413
588,0.371,0.049,0.11,0.102,0.014,1.008,0.345
589,0.717,0.494,0.285,0.194,0.057,0.746,0.391
590,0.644,0.546,0.115,0.02,0.152,0.768,0.408
591,0.659,0.208,0.159,0.004,0.184,1.791,0.497
592,0.889,0.349,0.425,0.095,0.082,0.809,0.178
593,0.575,0.254,0.241,0.139,0.099,1.956,0.827
594,0.658,0.233,0.053,0.098,0.043,1.673,0.026
595,0.594,0.198,0.094,0.064,0.073,1.863,0.332
596,0.631,0.263,0.202,0.06,0.186,1.688,0.008
597,0.46,0.262,0.217,0.16,0.173,1.139,0.25
598,0.287,0.513,0.091,0.071,0.052,1.198,0.428
599,0.69,0.22,0.271,0.121,0.068,0.819,0.4
600,0.344,0.473,0.192,0.1,0.183,0.598,0.793
601,0.486,0.232,0.457,0.12,0.04,0.708,0.473
602,0.535,0.259,0.2,0.05,0.029,0.965,0.799
603,0.857,0.186,0.088,0.028,0.003,1.342,0.922
604,0.673,0.021,0.491,0.037,0.135,0.917,0.201
605,0.654,0.156,0.215,0.106,0.144,0.942,0.484
606,0.406,0.465,0.193,0.075,0.098,0.956,0.834
607,0.872,0.413,0.163,0.026,0.093,1.933,0.233
608,0.79,0.239,0.113,0.145,0.096,1.853,0.524
609,0.53,0.314,0.433,0.181,0.09,0.896,0.481
610,0.857,0.425,0.014,0.09,0.077,1.126,0.152
611,0.728,0.215,0.125,0.031,0.099,1.706,0.956
612,0.812,0.518,0.037,0.114,0.142,1.279,0.356
613,0.568,0.35,0.245,0.125,0.172,0.861,0.156
614,0.814,0.217,0.135,0.182,0.021,0.571,0.425
615,0.792,0.243,0.254,0.016,0.152,1.714,0.087
616,0.362,0.077,0.239,0.134,0.195,1.078,0.794
617,0.744,0.14,0.333,0.156,0.117,1.234,0.804
618,0.782,0.268,0.068,0.143,0.024,1.283,0.771
619,0.798,0.257,0.078,0.155,0.095,0.742,0.909
620,0.77,0.149,0.143,0.158,0.019,0.521,0.455
621,0.955,0.161,0.183,0.026,0.135,1.97,0.523
622,0.402,0.3,0.15,0.029,0.184,1.317,0.646
623,0.338,0.022,0.062,0.147,0.003,1.852,0.662
624,0.368,0.074,0.403,0.001,0.144,0.784,0.758
625,0.634,0.128,0.384,0.032,0.003,1.828,0.168
626,0.519,0.344,0.117,0.193,0.154,0.582,0.193
627,0.689,0.258,0.444,0.051,0.076,1.319,0.003
628,0.531,0.263,0.272,0.005,0.105,1.743,0.664
629,0.839,0.223,0.575,0.049,0.093,1.849,0.733
630,0.693,0.128,0.31,0.064,0.167,0.821,0.043
631,0.455,0.285,0.25,0.043,0.19,1.348,0.531
632,0.858,0.179,0.126,0.022,0.16,1.946,0.456
633,0.568,0.204,0.069,0.182,0.005,0.88,0.613
634,0.62,0.395,0.136,0.173,0.01,0.574,0.861
635,0.79,0.192,0.108,0.139,0.009,0.923,0.607
636,0.578,0.081,0.148,0.006,0.115,1.276,0.579
637,0.649,0.276,0.669,0.171,0.082,1.67,0.27
638,0.556,0.369,0.149,0.016,0.093,1.716,0.467
639,0.57,0.278,0.171,0.123,0.057,1.006,0.876
640,0.616,0.345,0.285,0.037,0.019,1.528,0.275
641,0.555,0.184,0.085,0.026,0.154,1.763,0.026
642,0.494,0.102,0.26,0.04,0.05,1.312,0.655
643,0.516,0.616,0.061,0.125,0.174,1.273,0.885
644,0.462,0.098,0.146,0.088,0.08,0.546,0.726
645,0.585,0.287,0.132,0.133,0.146,1.628,0.991
646,0.7,0.157,0.104,0.023,0.188,1.905,0.43
647,0.556,0.321,0.375,0.082,0.155,1.617,0.389
648,0.553,0.254,0.288,0.082,0.13,0.842,0.759
649,0.667,0.649,0.057,0.123,0.067,1.617,0.343
650,0.682,0.211,0.392,0.043,0.118,0.859,0.398
651,0.474,0.22,0.122,0.122,0.137,1.761,0.74
652,0.576,0.2,0.243,0.015,0.011,1.814,0.595
653,0.458,0.286,0.452,0.079,0.177,1.842,0.892
654,0.527,0.307,0.296,0.152,0.09,1.596,0.677
655,0.719,0.212,0.082,0.095,0.045,0.535,0.886
656,0.787,0.352,0.317,0.085,0.031,0.922,0.671
657,0.333,0.428,0.249,0.035,0.008,1.509,0.636
658,0.502,0.069,0.082,0.14,0.117,1.047,0.625
659,0.912,0.279,0.342,0.129,0.048,1.827,0.996
660,0.63,0.133,0.152,0.029,0.114,1.607,0.789
661,0.571,0.226,0.189,0.09,0.084,1.931,0.982
662,0.884,0.303,0.299,0.178,0.178,0.572,0.539
663,0.481,0.139,0.207,0.053,0.085,1.648,0.205
664,0.419,0.339,0.053,0.169,0.028,1.003,0.17
665,0.695,0.236,0.125,0.12,0.095,0.624,0.646
666,0.834,0.462,0.046,0.109,0.112,0.857,0.828
667,0.817,0.621,0.272,0.033,0.159,0.834,0.39
668,0.586,0.125,0.039,0.101,0.198,1.819,0.891
669,0.843,0.446,0.162,0.079,0.005,1.429,0.847
670,0.818,0.284,0.463,0.004,0.094,1.942,0.603
671,0.174,0.155,0.034,0.058,0.005,1.926,0.07
672,0.917,0.169,0.23,0.039,0.156,0.581,0.669
673,0.681,0.045,0.495,0.041,0.039,1.278,0.436
674,0.689,0.084,0.08,0.104,0.055,1.324,0.148
675,0.32,0.41,0.208,0.007,0.161,1.082,0.565
676,0.585,0.056,0.207,0.124,0.16,0.559,0.873
677,0.55,0.281,0.155,0.092,0.168,1.518,0.917
678,0.535,0.385,0.123,0.13,0.08,1.034,0.935
679,0.536,0.555,0.175,0.083,0.161,0.745,0.898
680,0.667,0.446,0.049,0.133,0.038,0.592,0.455
681,0.703,0.066,0.348,0.136,0.006,1.683,0.657
682,0.669,0.596,0.169,0.004,0.162,0.993,0.744
683,0.607,0.303,0.219,0.05,0.03,1.839,0.233
684,0.497,0.162,0.315,0.023,0.05,1.165,0.9
685,0.701,0.31,0.171,0.151,0.008,0.723,0.78
686,0.664,0.364,0.311,0.179,0.103,1.721,0.281
687,0.462,0.363,0.303,0.198,0.122,1.285,0.167
688,0.5,0.677,0.254,0.121,0.008,1.913,0.574
689,0.639,0.317,0.095,0.11,0.076,1.556,0.279
690,0.428,0.459,0.136,0.162,0.089,0.871,0.677
691,0.601,0.37,0.074,0.137,0.176,0.824,0.703
692,0.637,0.162,0.425,0.084,0.089,1.842,0.972
693,0.397,0.152,0.369,0.148,0.089,1.419,0.25
694,0.625,0.214,0.18,0.127,0.155,0.617,0.25
695,0.8,0.279,0.11,0.136,0.109,1.147,0.481
696,0.625,0.461,0.156,0.104,0.064,0.823,0.37
697,0.593,0.285,0.273,0.163,0.009,0.837,0.126
698,0.539,0.667,0.655,0.065,0.118,1.464,0.9
699,0.826,0.408,0.078,0.088,0.192,1.249,0.203
700,0.698,0.404,0.363,0.016,0.153,1.16,0.545
701,0.39,0.149,0.124,0.008,0.172,0.673,0.666
702,0.781,0.492,0.254,0.001,0.063,1.641,0.259
703,0.567,0.097,0.385,0.056,0.163,1.604,0.089
704,0.442,0.791,0.171,0.014,0.141,1.459,0.635
705,0.574,0.631,0.123,0.097,0.156,1.434,0.8
706,0.935,0.35,0.125,0.087,0.167,1.921,0.099
707,0.253,0.332,0.284,0.003,0.135,0.822,0.485
708,0.828,0.199,0.004,0.006,0.143,0.844,0.104
709,0.661,0.391,0.337,0.167,0.02,1.399,0.026
710,0.638,0.607,0.18,0.138,0.131,0.882,0.314
711,0.451,0.23,0.06,0.078,0.002,1.498,0.851
712,0.532,0.426,0.206,0.034,0.117,0.739,0.459
713,0.505,0.491,0.307,0.097,0.033,1.816,0.43
714,0.847,0.342,0.172,0.126,0.057,0.882,0.11
715,0.636,0.385,0.075,0.192,0.075,1.153,0.154
716,0.825,0.072,0.239,0.097,0.087,1.824,0.577
717,0.384,0.197,0.106,0.188,0.119,0.827,0.674
718,0.489,0.571,0.171,0.151,0.032,1.562,0.575
719,0.536,0.177,0.142,0.055,0.17,0.769,0.821
720,0.497,0.054,0.059,0.056,0.049,1.497,0.483
721,0.858,0.408,0.157,0.047,0.033,1.552,0.775
722,0.398,0.246,0.192,0.085,0.127,0.881,0.913
723,0.643,0.377,0.105,0.048,0.118,1.286,0.589
724,0.591,0.539,0.392,0.104,0.063,1.288,0.082
725,0.524,0.326,0.062,0.034,0.037,1.898,0.935
726,0.552,0.182,0.14,0.021,0.168,1.54,0.638
727,0.767,0.136,0.259,0.107,0.196,1.269,0.641
728,0.684,0.391,0.308,0.108,0.135,1.556,0.746
729,0.797,0.448,0.305,0.039,0.1,1.08,0.971
730,0.312,0.349,0.378,0.178,0.052,0.92,0.042
731,0.527,0.19,0.155,0.164,0.151,0.561,0.273
732,0.514,0.206,0.225,0.142,0.136,1.548,0.86
733,0.697,0.281,0.355,0.125,0.064,1.184,0.94
734,0.433,0.681,0.32,0.154,0.102,1.766,0.578
735,0.731,0.175,0.249,0.159,0.023,0.674,0.261
736,0.656,0.467,0.389,0.055,0.111,1.679,0.469
737,0.673,0.135,0.186,0.158,0.017,0.731,0.204
738,0.385,0.048,0.346,0.118,0.19,0.873,0.385
739,0.897,0.645,0.308,0.074,0.175,1.181,0.004
740,0.358,0.354,0.152,0.176,0.1,1.417,0.539
741,0.721,0.131,0.246,0.039,0.167,0.946,0.344
742,0.796,0.369,0.489,0.114,0.126,1.825,0.953
743,0.537,0.1,0.218,0.098,0.119,1.397,0.304
744,0.77,0.204,0.107,0.07,0.107,1.017,0.569
745,0.773,0.646,0.052,0.108,0.098,1.17,0.035
746,0.596,0.519,0.132,0.07,0.113,0.728,0.291
747,0.592,0.213,0.301,0.1,0.054,1.677,0.286
748,0.406,0.374,0.154,0.018,0.098,0.621,0.079
749,0.964,0.085,0.134,0.04,0.031,1.376,0.915
750,0.747,0.206,0.038,0.007,0.089,1.652,0.376
751,0.381,0.277,0.119,0.105,0.11,1.31,0.754
752,0.778,0.373,0.193,0.172,0.147,0.862,0.187
753,0.71,0.405,0.102,0.173,0.156,1.498,0.278
754,0.617,0.178,0.248,0.064,0.182,1.507,0.726
755,0.575,0.364,0.176,0.025,0.162,1.958,0.627
756,0.287,0.538,0.021,0.172,0.122,0.799,0.146
757,0.69,0.17,0.274,0.177,0.078,1.285,0.845
758,0.555,0.086,0.182,0.004,0.077,1.414,0.367
759,0.575,0.173,0.298,0.071,0.138,1.76,0.941
760,0.563,0.206,0.248,0.099,0.165,1.016,0.107
761,0.745,0.276,0.118,0.12,0.159,1.005,0.954
762,0.54,0.157,0.294,0.001,0.123,0.968,0.04
763,0.383,0.097,0.131,0.103,0.047,1.264,0.423
764,0.79,0.37,0.036,0.192,0.147,1.746,0.672
765,0.82,0.38,0.23,0.108,0.15,1.537,0.341
766,0.916,0.209,0.436,0.096,0.2,1.012,0.058
767,0.633,0.375,0.118,0.059,0.127,1.391,0.75
768,0.765,0.25,0.065,0.138,0.056,1.244,0.045
769,0.81,0.448,0.108,0.104,0.035,1.969,0.934
770,0.421,0.495,0.217,0.199,0.05,1.994,0.597
771,0.261,0.244,0.057,0.112,0.166,1.218,0.071
772,0.919,0.253,0.255,0.059,0.042,1.256,0.141
773,0.726,0.388,0.284,0.155,0.1,0.694,0.077
774,0.495,0.316,0.2,0.118,0.046,1.245,0.436
775,0.801,0.089,0.205,0.003,0.185,0.773,0.098
776,0.547,0.254,0.565,0.113,0.125,1.295,0.427
777,0.82,0.329,0.216,0.104,0.076,1.236,0.245
778,0.581,0.26,0.186,0.036,0.009,1.126,0.411
779,0.472,0.284,0.086,0.022,0.023,1.187,0.611
780,0.44,0.24,0.161,0.198,0.18,0.847,0.552
781,0.719,0.288,0.273,0.062,0.179,1.867,0.503
782,0.71,0.405,0.259,0.028,0.125,0.553,0.496
783,0.311,0.237,0.199,0.058,0.188,0.554,0.751
784,0.607,0.143,0.106,0.074,0.089,1.906,0.417
785,0.622,0.143,0.161,0.185,0.068,0.937,0.572
786,0.737,0.262,0.247,0.065,0.117,1.403,0.969
787,0.821,0.579,0.332,0.104,0.109,0.886,0.49
788,0.585,0.433,0.378,0.159,0.125,1.286,0.882
789,0.68,0.431,0.102,0.098,0.03,1.612,0.453
790,0.777,0.243,0.271,0.126,0.007,0.888,0.396
791,0.662,0.426,0.171,0.029,0.086,1.165,0.805
792,0.633,0.125,0.291,0.086,0.018,1.909,0.047
793,0.566,0.466,0.141,0.095,0.029,0.792,0.391
794,0.892,0.535,0.144,0.013,0.171,1.904,0.549
795,0.668,0.504,0.353,0.141,0.02,0.839,0.806
796,0.852,0.546,0.151,0.052,0.179,0.987,0.485
797,0.594,0.484,0.406,0.101,0.028,0.728,0.255
798,0.701,0.422,0.32,0.04,0.098,1.893,0.783
799,0.639,0.049,0.206,0.013,0.191,1.73,0.117
800,0.315,0.423,0.644,0.073,0.103,1.315,0.732
801,0.625,0.214,0.507,0.022,0.088,1.552,0.148
802,0.304,0.129,0.042,0.169,0.178,1.685,0.009
803,0.354,0.234,0.507,0.076,0.135,1.665,0.268
804,0.544,0.135,0.129,0.038,0.19,1.716,0.798
805,0.713,0.165,0.126,0.103,0.027,0.934,0.7
806,0.532,0.026,0.495,0.026,0.095,1.249,0.031
807,0.867,0.023,0.078,0.048,0.2,1.024,0.632
808,0.565,0.16,0.336,0.119,0.162,1.84,0.176
809,0.597,0.311,0.255,0.085,0.021,1.632,0.009
810,0.514,0.136,0.293,0.138,0.109,0.943,0.434
811,0.571,0.296,0.076,0.088,0.121,1.721,0.739
812,0.575,0.359,0.267,0.039,0.161,1.977,0.288
813,0.725,0.087,0.127,0.033,0.178,1.062,0.534
814,0.373,0.548,0.181,0.042,0.008,1.373,0.419
815,0.456,0.127,0.366,0.035,0.083,0.966,0.301
816,0.33,0.577,0.164,0.029,0.033,0.948,0.914
817,0.632,0.398,0.071,0.17,0.178,1.084,0.159
818,0.434,0.111,0.182,0.145,0.185,0.862,0.697
819,0.959,0.177,0.157,0.063,0.069,0.598,0.488
820,0.66,0.481,0.366,0.018,0.131,1.495,0.537
821,0.579,0.52,0.137,0.148,0.193,1.908,0.268
822,0.847,0.377,0.102,0.195,0.123,1.261,0.631
823,0.662,0.219,0.331,0.197,0.183,0.832,0.09
824,0.796,0.41,0.501,0.152,0.052,0.968,0.916
825,0.892,0.277,0.234,0.102,0.02,1.083,0.191
826,0.877,0.111,0.086,0.195,0.169,1.269,0.796
827,0.839,0.146,0.149,0.176,0.11,1.744,0.245
828,0.405,0.095,0.426,0.191,0.195,1.882,0.452
829,0.459,0.276,0.282,0.097,0.009,1.621,0.554
830,0.56,0.415,0.14,0.039,0.019,1.418,0.465
831,0.5,0.177,0.34,0.136,0.035,0.792,0.6
832,0.829,0.286,0.147,0.166,0.059,0.678,0.728
833,0.857,0.089,0.271,0.046,0.113,1.913,0.024
834,0.782,0.069,0.372,0.101,0.115,1.539,0.479
835,0.532,0.189,0.247,0.087,0.07,1.006,0.114
836,0.855,0.407,0.241,0.107,0.015,1.46,0.937
837,0.461,0.111,0.257,0.085,0.157,0.537,0.154
838,0.745,0.017,0.151,0.052,0.129,1.017,0.777
839,0.748,0.117,0.224,0.172,0.107,1.884,0.07
840,0.535,0.624,0.261,0.189,0.031,1.819,0.982
841,0.711,0.241,0.133,0.186,0.045,1.751,0.17
842,0.821,0.207,0.335,0.124,0.104,1.058,0.071
843,0.532,0.113,0.1,0.167,0.12,1.947,0.492
844,0.361,0.287,0.161,0.198,0.139,0.865,0.387
845,0.43,0.111,0.218,0.183,0.121,1.198,0.741
846,0.39,0.407,0.519,0.198,0.182,0.687,0.872
847,0.65,0.362,0.326,0.102,0.068,1.895,0.62
848,0.958,0.32,0.128,0.168,0.103,1.9,0.425
849,0.638,0.362,0.196,0.18,0.061,1.668,0.644
850,0.691,0.219,0.067,0.132,0.081,1.824,0.054
851,0.484,0.205,0.009,0.124,0.109,1.572,0.57
852,0.671,0.092,0.121,0.18,0.138,1.954,0.839
853,0.642,0.337,0.161,0.152,0.16,1.842,0.502
854,0.766,0.348,0.124,0.138,0.119,1.063,0.391
855,0.422,0.281,0.13,0.006,0.106,1.018,0.125
856,0.408,0.081,0.222,0.199,0.034,1.137,0.504
857,0.489,0.162,0.041,0.08,0.139,0.692,0.867
858,0.82,0.344,0.186,0.076,0.155,1.563,0.234
859,0.782,0.255,0.232,0.067,0.151,1.331,0.575
860,0.761,0.232,0.271,0.006,0.166,1.35,0.747
861,0.73,0.504,0.208,0.004,0.08,1.032,0.327
862,0.928,0.234,0.265,0.1,0.105,0.613,0.607
863,0.767,0.317,0.067,0.186,0.084,1.287,0.865
864,0.634,0.32,0.07,0.021,0.152,1.252,0.115
865,0.389,0.167,0.231,0.121,0.018,1.931,0.401
866,0.639,0.564,0.175,0.055,0.117,0.847,0.907
867,0.645,0.247,0.087,0.019,0.06,0.848,0.167
868,0.664,0.485,0.168,0.077,0.08,0.906,0.192
869,0.783,0.306,0.244,0.02,0.085,0.941,0.222
870,0.642,0.148,0.24,0.031,0.074,1.379,0.747
871,0.349,0.178,0.311,0.14,0.03,1.896,0.725
872,0.333,0.292,0.2,0.092,0.059,1.209,0.643
873,0.64,0.069,0.205,0.136,0.03,1.219,0.99
874,0.92,0.172,0.117,0.022,0.189,1.037,0.04
875,0.685,0.167,0.017,0.068,0.182,1.984,0.557
876,0.872,0.092,0.124,0.018,0.161,1.767,0.122
877,0.855,0.498,0.172,0.187,0.154,1.625,0.091
878,0.755,0.136,0.225,0.028,0.015,0.946,0.924
879,0.809,0.434,0.532,0.076,0.062,0.62,0.533
880,0.812,0.281,0.179,0.057,0.111,1.925,0.65
881,0.824,0.326,0.147,0.114,0.039,0.971,0.599
882,0.621,0.721,0.272,0.105,0.195,1.171,0.076
883,0.418,0.53,0.243,0.154,0.114,0.702,0.553
884,0.798,0.403,0.234,0.035,0.142,1.042,0.292
885,0.583,0.656,0.113,0.15,0.034,1.151,0.051
886,0.539,0.24,0.068,0.161,0.076,0.918,0.585
887,0.388,0.23,0.129,0.122,0.139,1.671,0.789
888,0.386,0.13,0.406,0.148,0.007,0.969,0.622
889,0.665,0.157,0.18,0.113,0.128,0.527,0.4
890,0.732,0.474,0.094,0.164,0.027,0.863,0.289
891,0.317,0.527,0.153,0.064,0.051,1.366,0.198
892,0.528,0.134,0.121,0.104,0.123,0.599,0.8
893,0.802,0.271,0.155,0.12,0.081,1.869,0.241
894,0.607,0.093,0.318,0.057,0.109,0.792,0.315
895,0.551,0.161,0.096,0.126,0.051,1.858,0.893
896,0.39,0.167,0.106,0.067,0.193,1.04,0.564
897,0.706,0.327,0.236,0.01,0.047,1.367,0.056
898,0.459,0.171,0.259,0.084,0.025,1.279,0.155
899,0.691,0.092,0.337,0.198,0.096,0.749,0.876
900,0.693,0.185,0.193,0.159,0.145,1.685,0.492
901,0.648,0.219,0.524,0.174,0.063,1.937,0.036
902,0.869,0.231,0.24,0.018,0.06,1.76,0.252
903,0.953,0.412,0.248,0.095,0.024,1.442,0.528
904,0.352,0.18,0.058,0.132,0.084,0.753,0.926
905,0.549,0.258,0.109,0.161,0.158,1.888,0.618
906,0.725,0.292,0.253,0.005,0.12,1.037,0.01
907,0.388,0.246,0.273,0.181,0.131,1.113,0.084
908,0.671,0.028,0.157,0.031,0.104,1.864,0.152
909,0.351,0.713,0.371,0.143,0.173,1.791,0.89
910,0.586,0.311,0.314,0.178,0.126,1.525,0.015
911,0.625,0.247,0.023,0.059,0.012,1.59,0.215
912,0.66,0.225,0.248,0.096,0.099,1.868,0.399
913,0.69,0.455,0.085,0.105,0.042,0.872,0.265
914,0.705,0.376,0.042,0.186,0.118,1.802,0.853
915,0.429,0.404,0.035,0.028,0.183,1.848,0.534
916,0.908,0.183,0.204,0.058,0.078,0.561,0.348
917,0.7,0.101,0.174,0.103,0.015,1.509,0.981
918,0.638,0.258,0.131,0.077,0.186,0.65,0.501
919,0.774,0.211,0.126,0.194,0.145,0.983,0.488
920,0.762,0.377,0.085,0.015,0.1,1.109,0.82
921,0.144,0.149,0.123,0.195,0.052,0.839,0.826
922,0.617,0.134,0.062,0.098,0.078,1.49,0.385
923,0.292,0.729,0.183,0.115,0.008,1.284,0.287
924,0.734,0.097,0.11,0.132,0.037,1.629,0.823
925,0.918,0.105,0.193,0.103,0.015,1.532,0.976
926,0.594,0.491,0.167,0.049,0.199,1.892,0.001
927,0.349,0.083,0.169,0.091,0.05,0.619,0.494
928,0.692,0.236,0.178,0.051,0.178,1.754,0.199
929,0.801,0.114,0.14,0.116,0.011,1.87,0.687
930,0.697,0.318,0.243,0.099,0.142,1.999,0.355
